gender,age,married,dependents,number_of_dependents,city,latitude,longitude,population,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,ibm_spss_churn_prob,cltv,churn_category,churn_reason,new_customer
1,69,0,0,0,Grass Valley,39.099204,-121.137962,17922,0,0,1,,1,11.34,1,1,Fiber Optic,20,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.7,74.7,0.0,0,11.34,86.04,1,1,88,3348,Competitor,Competitor had better devices,0
0,76,0,0,0,Nevada City,39.333737,-120.858667,17269,0,0,1,,0,0.0,0,1,DSL,26,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,25.8,25.8,0.0,20,0.0,45.8,1,1,90,3884,Competitor,Competitor had better devices,0
1,71,0,0,0,Escondido,33.141265,-116.967221,48690,0,0,10,Offer D,1,41.37,1,1,Fiber Optic,14,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,1,1,75,5353,Competitor,Competitor made better offer,0
0,76,0,0,0,Fallbrook,33.362575,-117.299644,42239,0,0,3,,1,30.14,0,1,DSL,6,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.52,3,1,77,4145,Competitor,Competitor made better offer,0
1,77,1,0,0,Lewiston,40.704293,-122.803899,1845,1,1,12,Offer D,1,6.97,0,1,Fiber Optic,19,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,80.45,950.2,0.0,0,83.64,1033.84,2,1,69,5374,Competitor,Competitor made better offer,0
1,74,0,0,0,Palo Cedro,40.582399,-122.195512,4931,0,0,2,,1,6.51,0,1,Fiber Optic,11,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42000000000002,2,1,81,2803,Competitor,Competitor made better offer,0
1,77,0,0,0,Round Mountain,40.923558,-122.059933,459,0,0,1,,1,49.6,1,1,Fiber Optic,20,0,0,1,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,1,1,91,3106,Competitor,Competitor made better offer,0
1,76,1,0,0,San Diego,32.957195,-117.202542,28201,1,1,13,Offer D,1,1.47,0,1,Fiber Optic,5,0,1,0,1,0,1,0,1,Month-to-Month,1,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.4599999999998,1,1,82,3861,Competitor,Competitor made better offer,0
0,77,0,0,0,San Diego,32.957195,-117.202542,28201,0,0,23,Offer D,1,31.17,0,1,Fiber Optic,23,0,1,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,94.75,2293.6,0.0,0,716.9100000000001,3010.51,2,1,95,2740,Competitor,Competitor made better offer,0
0,80,1,0,0,San Diego,32.957195,-117.202542,28201,1,1,17,Offer D,1,36.82,1,1,Fiber Optic,6,1,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.3900000000003,1,1,90,3209,Competitor,Competitor made better offer,0
1,68,0,0,0,San Diego,32.957195,-117.202542,28201,0,0,17,,1,40.93,0,1,DSL,2,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1466.41,1,1,93,3797,Competitor,Competitor made better offer,0
0,79,0,0,0,San Diego,32.957195,-117.202542,28201,0,0,42,,1,9.53,1,1,Fiber Optic,17,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,84.65,3541.35,0.0,0,400.26,3941.61,2,1,90,4871,Competitor,Competitor made better offer,0
1,65,0,0,0,San Diego,32.957195,-117.202542,28201,0,0,1,,1,42.3,0,1,Fiber Optic,16,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.4,3,1,92,5001,Competitor,Competitor made better offer,0
1,68,0,0,0,San Diego,32.898613,-117.202937,4258,0,0,1,Offer E,1,39.78,0,1,Cable,12,0,0,1,0,0,0,0,1,Month-to-Month,1,Mailed Check,50.15,50.15,0.0,0,39.78,89.93,2,1,91,3438,Competitor,Competitor made better offer,0
0,72,0,0,0,Hermosa Beach,33.86532,-118.396336,18693,0,0,1,Offer E,1,34.51,0,1,Fiber Optic,15,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.6,69.6,0.0,0,34.51,104.11,1,1,96,3438,Competitor,Competitor had better devices,0
0,66,0,0,0,Buena Park,33.845706,-118.012204,44442,0,0,41,,1,27.95,1,1,Fiber Optic,23,1,1,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,113.2,4689.5,0.0,0,1145.95,5835.45,1,1,89,3380,Attitude,Attitude of support person,0
1,68,0,0,0,Buena Park,33.874224,-117.993368,33528,0,0,13,,1,26.11,0,1,Fiber Optic,4,0,0,0,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.7400000000002,1,1,76,5394,Competitor,Competitor had better devices,0
1,69,1,0,0,Long Beach,33.781086,-118.199049,63136,1,1,32,,1,5.99,1,1,Fiber Optic,23,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,1,1,94,4584,Attitude,Attitude of support person,0
1,76,1,0,0,South Pasadena,34.110444,-118.156957,23984,1,1,32,,1,49.6,1,1,Fiber Optic,10,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,1,1,75,2712,Competitor,Competitor had better devices,0
1,70,1,0,0,Glendale,34.167926,-118.267539,21990,1,1,57,,0,0.0,0,1,Cable,3,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,2,1,82,5172,Attitude,Attitude of support person,0
1,71,0,0,0,Glendale,34.136306,-118.26036,17015,0,0,1,Offer E,1,15.28,0,1,Cable,14,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,2,1,79,4499,Attitude,Attitude of support person,0
1,75,0,0,0,Reseda,34.200175,-118.540958,68018,0,0,1,Offer E,0,0.0,0,1,DSL,26,0,1,1,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,43.3,43.3,0.0,0,0.0,43.3,3,1,91,4972,Other,Poor expertise of online support,0
0,67,0,0,0,Sylmar,34.321621,-118.399841,81986,0,0,38,,1,26.1,0,1,DSL,27,1,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,57.15,2250.65,0.0,0,991.8,3242.4500000000003,1,1,75,3110,Attitude,Attitude of support person,0
0,65,1,0,0,Burbank,34.177267,-118.31003,11517,1,1,35,,1,15.98,1,1,Cable,22,1,1,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,100.5,3653.35,0.0,0,559.3000000000001,4212.65,1,1,81,4745,Attitude,Attitude of support person,0
0,80,0,0,0,North Hollywood,34.187599,-118.387125,45358,0,0,1,Offer E,1,15.24,0,1,DSL,14,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.1,45.1,0.0,0,15.24,60.34,1,1,70,2740,Competitor,Competitor had better devices,0
1,71,1,0,0,Chino,33.990646,-117.663025,75319,1,1,30,,1,4.65,0,1,DSL,29,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,3,1,83,4795,Attitude,Attitude of support person,0
0,70,0,0,0,Claremont,34.127621,-117.717863,34716,0,0,5,Offer E,1,12.27,0,1,Fiber Optic,20,0,0,0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75,3,1,65,4054,Attitude,Attitude of support person,0
1,73,0,0,0,San Diego,32.825086,-117.199424,51213,0,0,1,Offer E,1,30.17,1,1,Fiber Optic,6,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,1,81,5536,Competitor,Competitor made better offer,0
1,78,1,0,0,San Diego,32.825086,-117.199424,51213,1,1,58,,1,49.38,1,1,Fiber Optic,19,1,1,1,0,1,1,0,1,One Year,1,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,1,91,4739,Competitor,Competitor made better offer,0
0,76,0,0,0,San Diego,32.825086,-117.199424,51213,0,0,16,,1,17.51,1,1,Fiber Optic,7,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.3100000000002,2,1,91,5136,Attitude,Attitude of support person,0
0,73,0,0,0,San Diego,32.825086,-117.199424,51213,0,0,1,Offer E,1,22.5,0,1,Fiber Optic,27,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2,1,94,3208,Competitor,Competitor made better offer,0
0,68,1,0,0,San Diego,32.85723,-117.209774,34902,1,1,5,Offer E,1,47.28,1,1,Fiber Optic,11,0,1,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,1,1,91,4287,Competitor,Competitor made better offer,0
1,79,0,0,0,Desert Center,33.889605,-115.257009,964,0,0,21,,1,42.27,0,1,Fiber Optic,7,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,96.8,2030.3,10.2,0,887.6700000000001,2907.77,1,1,87,4317,Dissatisfaction,Product dissatisfaction,0
0,67,0,0,0,Escondido,33.141265,-116.967221,48690,0,0,43,,1,31.83,0,1,Fiber Optic,10,1,1,0,1,1,1,0,1,Month-to-Month,1,Credit Card,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,1,1,86,2833,Competitor,Competitor made better offer,0
0,69,1,0,0,Fallbrook,33.362575,-117.299644,42239,1,1,32,,1,33.74,1,1,Fiber Optic,6,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,3,1,90,5247,Competitor,Competitor made better offer,0
0,72,0,0,0,Wrightwood,34.358321,-117.618263,4253,0,0,1,Offer E,1,18.2,0,1,Fiber Optic,13,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,3,1,82,2146,Attitude,Attitude of service provider,0
1,75,1,0,0,Moreno Valley,33.907361,-117.109972,12743,1,1,29,,1,25.78,1,1,Fiber Optic,28,0,0,1,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,3,1,72,5137,Attitude,Attitude of service provider,0
1,67,1,0,0,Murrieta,33.581045,-117.14719,18311,1,1,13,,1,31.7,1,1,Cable,6,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,1,90,2982,Competitor,Competitor had better devices,0
1,72,1,0,0,Nuevo,33.82769,-117.102244,7344,1,1,7,,1,8.92,1,1,Fiber Optic,17,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.4,527.9,32.46,0,62.44,557.88,3,1,96,4969,Attitude,Attitude of service provider,0
0,68,0,0,0,Irvine,33.703976,-117.824172,17621,0,0,2,,1,21.57,1,1,Fiber Optic,28,0,0,1,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,1,1,80,3685,Competitor,Competitor had better devices,0
0,68,0,0,0,Corona Del Mar,33.600987,-117.862734,13422,0,0,1,,1,43.61,0,1,Fiber Optic,2,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,3,1,71,2371,Attitude,Attitude of service provider,0
1,75,1,0,0,Midway City,33.744439,-117.98588,8660,1,1,7,,1,16.05,0,1,Fiber Optic,22,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,70.1,467.55,20.23,0,112.35,559.67,2,1,83,3669,Attitude,Attitude of service provider,0
1,74,1,0,0,Newport Beach,33.601309,-117.902304,4242,1,1,57,,1,49.91,1,1,Fiber Optic,21,0,1,1,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,2,1,86,6259,Attitude,Attitude of support person,0
0,78,1,0,0,Newport Beach,33.62251,-117.927024,22133,1,4,1,,1,17.35,1,1,Fiber Optic,23,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,1,1,65,3128,Attitude,Attitude of service provider,0
1,66,1,0,0,Santa Ana,33.765893,-117.881533,37879,1,2,17,,1,1.05,0,1,Fiber Optic,8,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,1,1,92,3266,Competitor,Competitor had better devices,0
0,73,0,0,0,Oak View,34.404544,-119.302118,6503,0,0,3,,1,18.38,0,1,Fiber Optic,20,0,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,2,1,70,3561,Attitude,Attitude of service provider,0
1,79,1,0,0,Santa Barbara,34.419203,-119.710008,31727,1,1,66,Offer A,1,28.86,1,1,Fiber Optic,25,0,0,1,0,1,1,0,1,Month-to-Month,1,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91,1,1,96,4479,Competitor,Competitor had better devices,0
1,69,1,0,0,Santa Barbara,34.437945,-119.77191,15757,1,1,69,Offer A,1,48.88,1,1,Fiber Optic,4,0,1,1,1,1,1,0,1,Two Year,1,Bank Withdrawal,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,3,1,73,4708,Attitude,Attitude of service provider,0
0,65,1,0,0,Temecula,33.507255,-117.029473,46171,1,2,15,,1,44.13,1,1,Fiber Optic,3,0,0,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,3,1,70,2596,Competitor,Competitor made better offer,0
0,68,0,0,0,Terra Bella,35.939068,-119.043666,5868,0,0,56,,1,34.58,1,1,Fiber Optic,4,0,1,1,0,1,1,0,1,One Year,1,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.129999999999,3,1,93,5605,Attitude,Attitude of service provider,0
0,79,0,0,0,Temecula,33.507255,-117.029473,46171,0,0,21,,1,21.15,1,1,Fiber Optic,9,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,2,1,73,4819,Competitor,Competitor made better offer,0
0,80,0,0,0,Bradley,35.842889,-121.004862,1363,0,0,1,,1,47.97,0,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,2,1,71,2825,Competitor,Competitor made better offer,0
1,77,1,0,0,Nipomo,35.050345,-120.489599,15405,1,3,32,,1,7.92,1,1,Fiber Optic,3,0,1,1,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,1,65,4113,Other,Moved,0
0,65,1,0,0,Lee Vining,37.890145,-119.184087,504,1,1,40,,1,49.5,1,1,Fiber Optic,20,0,0,0,0,1,1,1,1,Month-to-Month,1,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,1,1,95,5676,Competitor,Competitor had better devices,0
1,66,0,0,0,Palmdale,34.598221,-117.79593,6787,0,0,2,,0,0.0,0,1,DSL,6,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3,1,77,5573,Competitor,Competitor offered more data,0
1,75,0,0,0,Clovis,36.814539,-119.711868,33856,0,0,7,,1,39.51,1,1,Fiber Optic,13,0,0,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,1,70,2015,Competitor,Competitor made better offer,0
0,74,0,0,0,Cutler,36.497895,-119.285484,5519,0,0,31,,1,39.36,1,1,Fiber Optic,4,0,1,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,1,96,5362,Competitor,Competitor made better offer,0
0,80,0,0,0,Dunlap,36.789213,-119.140338,506,0,0,14,,1,29.96,1,1,Fiber Optic,7,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.84,1,1,86,2292,Dissatisfaction,Product dissatisfaction,0
1,74,0,0,0,Fowler,36.625792,-119.672483,5635,0,0,15,,1,23.53,1,1,Fiber Optic,9,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.2,1133.9,43.31,0,352.95000000000005,1443.5400000000002,1,1,80,4553,Competitor,Competitor had better devices,0
1,70,1,0,0,South Dos Palos,36.959731,-120.653519,343,0,0,59,,1,10.78,1,1,Fiber Optic,15,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.639999999999,2,1,85,5390,Price,Price too high,0
1,76,1,0,0,Tranquillity,36.635661,-120.288644,1130,1,3,46,,1,49.11,1,1,Fiber Optic,17,1,1,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,1,72,5712,Dissatisfaction,Product dissatisfaction,0
0,72,0,0,0,Jolon,35.930782,-121.189757,254,0,0,25,,1,36.36,1,1,Fiber Optic,6,0,1,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,89.7,2187.55,23.33,0,909.0,3073.2200000000003,3,1,82,4078,Dissatisfaction,Poor expertise of online support,0
0,66,0,0,0,Lockwood,35.989792,-121.055933,538,0,0,16,,1,32.11,1,1,Fiber Optic,14,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,1,80,2688,Dissatisfaction,Poor expertise of phone support,0
1,75,0,0,0,Marina,36.689582,-121.758398,21759,0,0,1,,1,41.2,0,1,Fiber Optic,15,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.5,69.5,0.0,80,41.2,190.7,2,1,77,3273,Price,Price too high,0
1,65,1,0,0,San Lucas,36.125529,-120.864443,521,1,1,36,,1,24.54,1,1,Fiber Optic,5,0,0,0,0,0,1,1,1,Month-to-Month,1,Credit Card,85.25,3132.75,0.0,0,883.4399999999999,4016.19,2,1,82,3041,Dissatisfaction,Product dissatisfaction,0
1,79,0,0,0,Daly City,37.680844,-122.48131,63337,0,0,45,,1,10.67,0,1,DSL,17,1,0,1,0,0,1,0,1,One Year,0,Credit Card,62.7,2791.5,0.0,0,480.15,3271.65,1,1,92,2654,Dissatisfaction,Limited range of services,0
1,73,0,0,0,San Francisco,37.794487,-122.42227,56330,0,0,25,Offer C,1,46.34,1,1,Fiber Optic,22,0,1,1,0,1,1,0,1,Month-to-Month,0,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,2,1,91,4283,Price,Price too high,0
1,79,0,0,0,San Francisco,37.800254,-122.436975,22920,0,0,39,Offer C,1,41.93,1,1,Fiber Optic,23,0,0,0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,1,65,4892,Other,Don't know,0
0,70,1,0,0,San Francisco,37.820894,-122.369725,1458,1,1,31,Offer C,1,47.95,0,1,Fiber Optic,21,0,0,1,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,2,1,91,4050,Other,Don't know,0
1,71,0,0,0,San Mateo,37.556634,-122.317723,23393,0,0,3,,1,30.25,1,1,Fiber Optic,28,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,1,67,2930,Competitor,Competitor had better devices,0
1,69,0,0,0,Concord,38.013825,-122.039144,36186,0,0,1,,1,33.84,0,1,Fiber Optic,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,1,69,5057,Competitor,Competitor had better devices,0
0,70,0,0,0,Hayward,37.656695,-122.048361,11147,0,0,33,Offer C,1,17.24,1,1,Fiber Optic,25,0,1,1,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,1,1,80,3401,Dissatisfaction,Product dissatisfaction,0
1,71,1,0,0,Napa,38.232389,-122.324944,26894,1,1,7,,1,42.92,1,1,Fiber Optic,2,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,2,1,90,2487,Attitude,Attitude of support person,0
1,67,0,0,0,El Sobrante,37.963995,-122.288296,25399,0,0,19,,1,16.78,1,1,Fiber Optic,15,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,3,1,65,3715,Dissatisfaction,Network reliability,0
1,67,1,0,0,San Rafael,37.972662,-122.491452,40239,1,2,8,,1,26.99,0,1,Fiber Optic,2,0,0,0,0,1,0,0,1,Month-to-Month,1,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,1,91,3443,Other,Don't know,0
0,69,0,0,0,Novato,38.135897,-122.563683,16429,0,0,13,Offer D,1,7.22,1,1,Fiber Optic,28,1,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.9599999999998,1,1,65,3269,Attitude,Attitude of support person,0
1,75,0,0,0,Stinson Beach,37.921137,-122.657562,781,0,0,10,Offer D,1,7.51,0,1,Fiber Optic,18,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,1,87,3856,Competitor,Competitor had better devices,0
1,67,0,0,0,Los Gatos,37.233034,-121.947427,24443,0,0,5,,1,45.72,0,1,Fiber Optic,6,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,2,1,66,2718,Attitude,Attitude of support person,0
1,66,1,0,0,Moss Landing,36.863303,-121.781632,899,0,0,1,,1,38.78,1,1,Fiber Optic,23,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,1,96,4843,Competitor,Competitor had better devices,0
0,67,0,0,0,San Jose,37.34667,-121.910019,18197,0,0,10,Offer D,0,0.0,0,1,DSL,4,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,1,1,92,3244,Other,Deceased,0
1,71,1,0,0,San Jose,37.327069,-121.916819,27023,1,1,53,,1,21.67,1,1,Cable,6,1,0,0,1,0,0,0,0,One Year,1,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,1,77,5271,Other,Moved,0
1,74,1,0,0,San Jose,37.375156,-121.795867,60620,1,1,16,Offer D,1,26.12,0,1,Fiber Optic,8,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,1,1,81,2076,Competitor,Competitor had better devices,0
0,70,0,0,0,Stockton,38.002125,-121.324979,49965,0,0,9,,1,17.56,1,1,Fiber Optic,27,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.6899999999999,1,1,69,3145,Competitor,Competitor had better devices,0
1,76,1,0,0,Angels Camp,38.071327,-120.632221,4264,1,1,32,Offer C,1,43.51,1,1,Fiber Optic,22,0,0,1,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,1,79,3966,Attitude,Attitude of support person,0
1,67,1,0,0,Sheep Ranch,38.244806,-120.417301,88,1,1,1,,1,17.36,1,1,Fiber Optic,29,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,3,1,91,5429,Competitor,Competitor made better offer,0
1,80,0,0,0,Ballico,37.4695,-120.672724,809,0,0,8,,1,14.89,0,1,Fiber Optic,20,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,1,88,3068,Dissatisfaction,Product dissatisfaction,0
0,67,1,0,0,Catheys Valley,37.394411,-120.127262,986,1,1,12,Offer D,1,30.63,1,1,Fiber Optic,27,0,1,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,3,1,90,2709,Dissatisfaction,Service dissatisfaction,0
0,68,1,0,0,Hickman,37.605926,-120.69955,1055,1,1,4,,1,18.91,1,1,Fiber Optic,20,1,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.5,1,1,77,4708,Dissatisfaction,Network reliability,0
1,69,1,0,0,Soulsbyville,37.990574,-120.261821,1519,1,1,70,,1,17.45,1,1,Fiber Optic,20,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1,1,91,5005,Competitor,Competitor had better devices,0
0,80,0,0,0,Escondido,33.141265,-116.967221,48690,0,0,1,,1,28.64,0,1,Fiber Optic,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,3,1,72,5345,Competitor,Competitor made better offer,0
0,73,1,0,0,Escondido,33.141265,-116.967221,48690,1,1,47,,1,26.95,0,1,Fiber Optic,26,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,3,1,82,4457,Competitor,Competitor made better offer,0
0,73,1,0,0,Branscomb,39.710591,-123.682799,176,1,1,1,,1,37.3,0,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.25,69.25,0.0,0,37.3,106.55,1,1,87,4568,Competitor,Competitor had better devices,0
1,65,0,0,0,Philo,39.094102,-123.500853,1113,0,0,12,Offer D,1,28.63,0,1,Cable,7,0,1,1,1,0,0,0,0,Month-to-Month,1,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,1,1,78,5565,Competitor,Competitor had better devices,0
1,73,0,0,0,Point Arena,38.911299,-123.609588,1352,0,0,53,,0,0.0,0,1,DSL,25,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,54.45,2854.55,20.16,0,0.0,2834.3900000000003,2,1,65,6280,Price,Price too high,0
1,78,1,0,0,Westport,39.724433,-123.767578,309,0,0,41,,1,22.56,1,1,Fiber Optic,15,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,1,1,76,4726,Dissatisfaction,Product dissatisfaction,0
1,68,0,0,0,Gasquet,41.867908,-123.794144,532,0,0,5,,1,2.27,0,1,Fiber Optic,17,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,70.25,331.9,12.48,0,11.35,330.77,2,1,89,3684,Price,Price too high,0
1,65,1,0,0,Piercy,39.955587,-123.681175,200,1,1,69,,1,16.34,1,1,Fiber Optic,4,0,1,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,1,1,82,6363,Competitor,Competitor had better devices,0
